trip_scheduledArrival,trip_realtimeArrival,trip_arrivalDelay,trip_scheduledDeparture,trip_realtimeDeparture,trip_departureDelay,trip_realtime,trip_realtimeState,trip_serviceDay,trip_trip.gtfsId,trip_trip.route.shortName,stop_gtfsId,stop_name
49140,49140,0,49140,49140,0,False,SCHEDULED,1631912400,HSL:4735_20210917_La_1_1300,735,HSL:4830202,Siilireitti
46020,46079,59,46020,46087,67,True,UPDATED,1631912400,HSL:4731_20210917_La_1_1210,731,HSL:4830203,Minkkipolku
46500,46500,0,46500,46500,0,False,SCHEDULED,1631912400,HSL:4735_20210917_La_2_1249,735,HSL:4830203,Minkkipolku
47820,47820,0,47820,47820,0,False,SCHEDULED,1631912400,HSL:4731_20210917_La_1_1239,731,HSL:4830203,Minkkipolku
48300,48300,0,48300,48300,0,False,SCHEDULED,1631912400,HSL:4735_20210917_La_2_1319,735,HSL:4830203,Minkkipolku
49620,49620,0,49620,49620,0,False,SCHEDULED,1631912400,HSL:4731_20210917_La_1_1308,731,HSL:4830203,Minkkipolku
46380,46740,360,46380,46740,360,True,UPDATED,1631912400,HSL:6173_20210917_La_1_1151,173,HSL:6100210,Meritie
49920,49920,0,49920,49920,0,False,SCHEDULED,1631912400,HSL:6173_20210917_La_1_1251,173,HSL:6100210,Meritie
53520,53520,0,53520,53520,0,False,SCHEDULED,1631912400,HSL:6173_20210917_La_1_1349,173,HSL:6100210,Meritie
57240,57240,0,57240,57240,0,False,SCHEDULED,1631912400,HSL:6173_20210917_La_1_1448,173,HSL:6100210,Meritie
60780,60780,0,60780,60780,0,False,SCHEDULED,1631912400,HSL:6173_20210917_La_1_1548,173,HSL:6100210,Meritie
47160,47160,0,47160,47160,0,False,SCHEDULED,1631912400,HSL:6173_20210917_La_2_1301,173,HSL:6100211,Meritie
50760,50760,0,50760,50760,0,False,SCHEDULED,1631912400,HSL:6173_20210917_La_2_1401,173,HSL:6100211,Meritie
54420,54420,0,54420,54420,0,False,SCHEDULED,1631912400,HSL:6173_20210917_La_2_1502,173,HSL:6100211,Meritie
58020,58020,0,58020,58020,0,False,SCHEDULED,1631912400,HSL:6173_20210917_La_2_1602,173,HSL:6100211,Meritie
61500,61500,0,61500,61500,0,False,SCHEDULED,1631912400,HSL:6173_20210917_La_2_1659,173,HSL:6100211,Meritie
46500,46500,0,46500,46500,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1247,734,HSL:4830218,Metsolantori
48300,48300,0,48300,48300,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1317,734,HSL:4830218,Metsolantori
50100,50100,0,50100,50100,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1347,734,HSL:4830218,Metsolantori
51900,51900,0,51900,51900,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1417,734,HSL:4830218,Metsolantori
53700,53700,0,53700,53700,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1447,734,HSL:4830218,Metsolantori
46140,46144,4,46140,46146,6,True,UPDATED,1631912400,HSL:4731_20210917_La_1_1210,731,HSL:4830219,Metsolanpolku
46620,46620,0,46620,46620,0,False,SCHEDULED,1631912400,HSL:4735_20210917_La_2_1249,735,HSL:4830219,Metsolanpolku
46920,46980,60,46920,46980,60,True,UPDATED,1631912400,HSL:4631_20210917_La_1_1234,631,HSL:4830219,Metsolanpolku
47940,47940,0,47940,47940,0,False,SCHEDULED,1631912400,HSL:4731_20210917_La_1_1239,731,HSL:4830219,Metsolanpolku
48420,48420,0,48420,48420,0,False,SCHEDULED,1631912400,HSL:4735_20210917_La_2_1319,735,HSL:4830219,Metsolanpolku
45540,45598,58,45540,45603,63,True,UPDATED,1631912400,HSL:1056_20210917_La_1_1220,56,HSL:1283130,Tinasepäntie
46140,46140,0,46140,46140,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_1_1230,56,HSL:1283130,Tinasepäntie
46740,46740,0,46740,46740,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_1_1240,56,HSL:1283130,Tinasepäntie
47340,47340,0,47340,47340,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_1_1250,56,HSL:1283130,Tinasepäntie
48000,48000,0,48000,48000,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_1_1300,56,HSL:1283130,Tinasepäntie
46020,46020,0,46020,46020,0,True,UPDATED,1631912400,HSL:1064_20210917_La_2_1236,64,HSL:1283131,Tinasepäntie
47220,47220,0,47220,47220,0,False,SCHEDULED,1631912400,HSL:1064_20210917_La_2_1256,64,HSL:1283131,Tinasepäntie
48420,48420,0,48420,48420,0,False,SCHEDULED,1631912400,HSL:1064_20210917_La_2_1316,64,HSL:1283131,Tinasepäntie
49620,49620,0,49620,49620,0,False,SCHEDULED,1631912400,HSL:1064_20210917_La_2_1336,64,HSL:1283131,Tinasepäntie
50820,50820,0,50820,50820,0,False,SCHEDULED,1631912400,HSL:1064_20210917_La_2_1356,64,HSL:1283131,Tinasepäntie
45600,45631,31,45600,45638,38,True,UPDATED,1631912400,HSL:1056_20210917_La_1_1220,56,HSL:1283132,Vaskisepäntie
46200,46200,0,46200,46200,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_1_1230,56,HSL:1283132,Vaskisepäntie
46800,46800,0,46800,46800,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_1_1240,56,HSL:1283132,Vaskisepäntie
47400,47400,0,47400,47400,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_1_1250,56,HSL:1283132,Vaskisepäntie
48060,48060,0,48060,48060,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_1_1300,56,HSL:1283132,Vaskisepäntie
45480,45480,0,45480,45480,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_2_1221,56,HSL:1283133,Vaskisepäntie
46080,46059,-21,46080,46075,-5,True,UPDATED,1631912400,HSL:1056_20210917_La_2_1231,56,HSL:1283133,Vaskisepäntie
46680,46680,0,46680,46680,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_2_1241,56,HSL:1283133,Vaskisepäntie
47280,47280,0,47280,47280,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_2_1251,56,HSL:1283133,Vaskisepäntie
47880,47880,0,47880,47880,0,False,SCHEDULED,1631912400,HSL:1056_20210917_La_2_1301,56,HSL:1283133,Vaskisepäntie
45600,45600,0,45600,45600,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1238,734,HSL:4830210,Isonsiilinkuja
47400,47400,0,47400,47400,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1308,734,HSL:4830210,Isonsiilinkuja
49200,49200,0,49200,49200,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1338,734,HSL:4830210,Isonsiilinkuja
51000,51000,0,51000,51000,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1408,734,HSL:4830210,Isonsiilinkuja
52800,52800,0,52800,52800,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1438,734,HSL:4830210,Isonsiilinkuja
46500,46500,0,46500,46500,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1247,734,HSL:4830211,Isonsiilinkuja
48300,48300,0,48300,48300,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1317,734,HSL:4830211,Isonsiilinkuja
50100,50100,0,50100,50100,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1347,734,HSL:4830211,Isonsiilinkuja
51900,51900,0,51900,51900,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1417,734,HSL:4830211,Isonsiilinkuja
53700,53700,0,53700,53700,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1447,734,HSL:4830211,Isonsiilinkuja
45660,45660,0,45660,45660,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1238,734,HSL:4830212,Majavatie
47460,47460,0,47460,47460,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1308,734,HSL:4830212,Majavatie
49260,49260,0,49260,49260,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1338,734,HSL:4830212,Majavatie
51060,51060,0,51060,51060,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1408,734,HSL:4830212,Majavatie
52860,52860,0,52860,52860,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1438,734,HSL:4830212,Majavatie
46440,46440,0,46440,46440,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1247,734,HSL:4830213,Majavatie
48240,48240,0,48240,48240,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1317,734,HSL:4830213,Majavatie
50040,50040,0,50040,50040,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1347,734,HSL:4830213,Majavatie
51840,51840,0,51840,51840,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1417,734,HSL:4830213,Majavatie
53640,53640,0,53640,53640,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1447,734,HSL:4830213,Majavatie
45780,45780,0,45780,45780,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1238,734,HSL:4830214,Piisamikuja
47580,47580,0,47580,47580,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1308,734,HSL:4830214,Piisamikuja
49380,49380,0,49380,49380,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1338,734,HSL:4830214,Piisamikuja
51180,51180,0,51180,51180,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1408,734,HSL:4830214,Piisamikuja
52980,52980,0,52980,52980,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1438,734,HSL:4830214,Piisamikuja
46380,46380,0,46380,46380,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1247,734,HSL:4830215,Piisamikuja
48180,48180,0,48180,48180,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1317,734,HSL:4830215,Piisamikuja
49980,49980,0,49980,49980,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1347,734,HSL:4830215,Piisamikuja
51780,51780,0,51780,51780,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1417,734,HSL:4830215,Piisamikuja
53580,53580,0,53580,53580,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_1_1447,734,HSL:4830215,Piisamikuja
45600,45600,0,45600,45600,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1238,734,HSL:4830216,Metsolantori
47400,47400,0,47400,47400,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1308,734,HSL:4830216,Metsolantori
49200,49200,0,49200,49200,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1338,734,HSL:4830216,Metsolantori
51000,51000,0,51000,51000,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1408,734,HSL:4830216,Metsolantori
52800,52800,0,52800,52800,0,False,SCHEDULED,1631912400,HSL:4734_20210917_La_2_1438,734,HSL:4830216,Metsolantori
45180,45400,220,45180,45400,220,True,UPDATED,1631912400,HSL:1030_20210917_La_2_1136,30,HSL:1060129,Eira
45660,45678,18,45660,45678,18,True,UPDATED,1631912400,HSL:1020_20210917_La_2_1203,20,HSL:1060129,Eira
46080,46080,0,46080,46080,0,False,SCHEDULED,1631912400,HSL:1030_20210917_La_2_1151,30,HSL:1060129,Eira
46500,46590,90,46500,46590,90,True,UPDATED,1631912400,HSL:1020_20210917_La_2_1217,20,HSL:1060129,Eira
46980,47242,262,46980,47242,262,True,UPDATED,1631912400,HSL:1030_20210917_La_2_1206,30,HSL:1060129,Eira
48000,48000,0,48000,48000,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1318,244,HSL:2643224,Suolaaksontie
51660,51660,0,51660,51660,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1419,244,HSL:2643224,Suolaaksontie
55320,55320,0,55320,55320,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1520,244,HSL:2643224,Suolaaksontie
58920,58920,0,58920,58920,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1620,244,HSL:2643224,Suolaaksontie
62460,62460,0,62460,62460,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1719,244,HSL:2643224,Suolaaksontie
47520,47520,0,47520,47520,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1243,244,HSL:2643223,Suolaaksontie
51180,51180,0,51180,51180,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1344,244,HSL:2643223,Suolaaksontie
54840,54840,0,54840,54840,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1444,244,HSL:2643223,Suolaaksontie
58440,58440,0,58440,58440,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1545,244,HSL:2643223,Suolaaksontie
61980,61980,0,61980,61980,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1644,244,HSL:2643223,Suolaaksontie
47940,47940,0,47940,47940,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1318,244,HSL:2643226,Siikajärvenranta 14
51600,51600,0,51600,51600,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1419,244,HSL:2643226,Siikajärvenranta 14
55260,55260,0,55260,55260,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1520,244,HSL:2643226,Siikajärvenranta 14
58860,58860,0,58860,58860,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1620,244,HSL:2643226,Siikajärvenranta 14
62400,62400,0,62400,62400,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1719,244,HSL:2643226,Siikajärvenranta 14
47580,47580,0,47580,47580,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1243,244,HSL:2643225,Siikajärvenranta 14
51240,51240,0,51240,51240,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1344,244,HSL:2643225,Siikajärvenranta 14
54900,54900,0,54900,54900,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1444,244,HSL:2643225,Siikajärvenranta 14
58500,58500,0,58500,58500,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1545,244,HSL:2643225,Siikajärvenranta 14
62040,62040,0,62040,62040,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1644,244,HSL:2643225,Siikajärvenranta 14
47940,47940,0,47940,47940,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1318,244,HSL:2643228,Kolmoislammentie
51600,51600,0,51600,51600,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1419,244,HSL:2643228,Kolmoislammentie
55260,55260,0,55260,55260,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1520,244,HSL:2643228,Kolmoislammentie
58860,58860,0,58860,58860,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1620,244,HSL:2643228,Kolmoislammentie
62400,62400,0,62400,62400,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1719,244,HSL:2643228,Kolmoislammentie
47580,47580,0,47580,47580,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1243,244,HSL:2643227,Kolmoislammentie
51240,51240,0,51240,51240,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1344,244,HSL:2643227,Kolmoislammentie
54900,54900,0,54900,54900,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1444,244,HSL:2643227,Kolmoislammentie
58500,58500,0,58500,58500,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1545,244,HSL:2643227,Kolmoislammentie
62040,62040,0,62040,62040,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1644,244,HSL:2643227,Kolmoislammentie
47640,47640,0,47640,47640,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1243,244,HSL:2643229,Siikaniemi
47880,47880,0,47880,47880,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1318,244,HSL:2643229,Siikaniemi
51300,51300,0,51300,51300,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1344,244,HSL:2643229,Siikaniemi
51540,51540,0,51540,51540,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1419,244,HSL:2643229,Siikaniemi
54960,54960,0,54960,54960,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1444,244,HSL:2643229,Siikaniemi
46200,46159,-41,46200,46159,-41,True,UPDATED,1631912400,HSL:4731_20210917_La_1_1210,731,HSL:4830221,Myyräpolku
46680,46680,0,46680,46680,0,False,SCHEDULED,1631912400,HSL:4735_20210917_La_2_1249,735,HSL:4830221,Myyräpolku
46980,47040,60,46980,47040,60,True,UPDATED,1631912400,HSL:4631_20210917_La_1_1234,631,HSL:4830221,Myyräpolku
48000,48000,0,48000,48000,0,False,SCHEDULED,1631912400,HSL:4731_20210917_La_1_1239,731,HSL:4830221,Myyräpolku
48480,48480,0,48480,48480,0,False,SCHEDULED,1631912400,HSL:4735_20210917_La_2_1319,735,HSL:4830221,Myyräpolku
45300,45440,140,45300,45440,140,True,UPDATED,1631912400,HSL:4735_20210917_La_1_1201,735,HSL:4830222,Myyräpolku
45900,45900,0,45900,45900,0,True,UPDATED,1631912400,HSL:4731_20210917_La_2_1235,731,HSL:4830222,Myyräpolku
46440,46440,0,46440,46440,0,False,SCHEDULED,1631912400,HSL:4631_20210917_La_2_1245,631,HSL:4830222,Myyräpolku
47100,47149,49,47100,47149,49,True,UPDATED,1631912400,HSL:4735_20210917_La_1_1231,735,HSL:4830222,Myyräpolku
47700,47700,0,47700,47700,0,False,SCHEDULED,1631912400,HSL:4731_20210917_La_2_1305,731,HSL:4830222,Myyräpolku
46860,46890,30,46860,46890,30,True,UPDATED,1631912400,HSL:4631_20210917_La_1_1234,631,HSL:4830223,Siriuksenpolku
48660,48660,0,48660,48660,0,False,SCHEDULED,1631912400,HSL:4631_20210917_La_1_1304,631,HSL:4830223,Siriuksenpolku
50460,50460,0,50460,50460,0,False,SCHEDULED,1631912400,HSL:4631_20210917_La_1_1334,631,HSL:4830223,Siriuksenpolku
52260,52260,0,52260,52260,0,False,SCHEDULED,1631912400,HSL:4631_20210917_La_1_1404,631,HSL:4830223,Siriuksenpolku
54060,54060,0,54060,54060,0,False,SCHEDULED,1631912400,HSL:4631_20210917_La_1_1434,631,HSL:4830223,Siriuksenpolku
45360,45513,153,45360,45519,159,True,UPDATED,1631912400,HSL:4735_20210917_La_1_1201,735,HSL:4830220,Metsolanpolku
45960,45960,0,45960,45960,0,True,UPDATED,1631912400,HSL:4731_20210917_La_2_1235,731,HSL:4830220,Metsolanpolku
46500,46500,0,46500,46500,0,False,SCHEDULED,1631912400,HSL:4631_20210917_La_2_1245,631,HSL:4830220,Metsolanpolku
47160,47255,95,47160,47263,103,True,UPDATED,1631912400,HSL:4735_20210917_La_1_1231,735,HSL:4830220,Metsolanpolku
47760,47760,0,47760,47760,0,False,SCHEDULED,1631912400,HSL:4731_20210917_La_2_1305,731,HSL:4830220,Metsolanpolku
48120,48120,0,48120,48120,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1318,244,HSL:2643220,Siikajärvi
51780,51780,0,51780,51780,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1419,244,HSL:2643220,Siikajärvi
55440,55440,0,55440,55440,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1520,244,HSL:2643220,Siikajärvi
59040,59040,0,59040,59040,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1620,244,HSL:2643220,Siikajärvi
62580,62580,0,62580,62580,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1719,244,HSL:2643220,Siikajärvi
48060,48060,0,48060,48060,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1318,244,HSL:2643222,Siikajärventie 126
51720,51720,0,51720,51720,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1419,244,HSL:2643222,Siikajärventie 126
55380,55380,0,55380,55380,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1520,244,HSL:2643222,Siikajärventie 126
58980,58980,0,58980,58980,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1620,244,HSL:2643222,Siikajärventie 126
62520,62520,0,62520,62520,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_2_1719,244,HSL:2643222,Siikajärventie 126
47460,47460,0,47460,47460,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1243,244,HSL:2643221,Siikajärventie 126
51120,51120,0,51120,51120,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1344,244,HSL:2643221,Siikajärventie 126
54780,54780,0,54780,54780,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1444,244,HSL:2643221,Siikajärventie 126
58380,58380,0,58380,58380,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1545,244,HSL:2643221,Siikajärventie 126
61920,61920,0,61920,61920,0,False,SCHEDULED,1631912400,HSL:2244_20210917_La_1_1644,244,HSL:2643221,Siikajärventie 126
47400,47400,0,47400,47400,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_1_1240,842,HSL:9208269,Kay Hartwallin tie
50880,50880,0,50880,50880,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_1_1338,842,HSL:9208269,Kay Hartwallin tie
54600,54600,0,54600,54600,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_1_1438,842,HSL:9208269,Kay Hartwallin tie
58200,58200,0,58200,58200,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_1_1538,842,HSL:9208269,Kay Hartwallin tie
61800,61800,0,61800,61800,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_1_1638,842,HSL:9208269,Kay Hartwallin tie
46800,46800,0,46800,46800,0,False,SCHEDULED,1631912400,HSL:9844_20210917_La_2_1255,844,HSL:9208265,Amiraalinmäki
48000,48000,0,48000,48000,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1305,841,HSL:9208265,Amiraalinmäki
51600,51600,0,51600,51600,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1405,841,HSL:9208265,Amiraalinmäki
54000,54000,0,54000,54000,0,False,SCHEDULED,1631912400,HSL:9844_20210917_La_2_1455,844,HSL:9208265,Amiraalinmäki
55200,55200,0,55200,55200,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1505,841,HSL:9208265,Amiraalinmäki
46320,46392,72,46320,46392,72,True,UPDATED,1631912400,HSL:9844_20210917_La_1_1220,844,HSL:9208266,Tasbynkaari
46500,46500,0,46500,46500,0,False,SCHEDULED,1631912400,HSL:9844_20210917_La_2_1255,844,HSL:9208266,Tasbynkaari
53520,53520,0,53520,53520,0,False,SCHEDULED,1631912400,HSL:9844_20210917_La_1_1418,844,HSL:9208266,Tasbynkaari
53700,53700,0,53700,53700,0,False,SCHEDULED,1631912400,HSL:9844_20210917_La_2_1455,844,HSL:9208266,Tasbynkaari
57120,57120,0,57120,57120,0,False,SCHEDULED,1631912400,HSL:9844_20210917_La_1_1518,844,HSL:9208266,Tasbynkaari
47280,47280,0,47280,47280,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_1_1240,842,HSL:9208267,Uusi Porvoontie
50760,50760,0,50760,50760,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_1_1338,842,HSL:9208267,Uusi Porvoontie
54480,54480,0,54480,54480,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_1_1438,842,HSL:9208267,Uusi Porvoontie
58080,58080,0,58080,58080,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_1_1538,842,HSL:9208267,Uusi Porvoontie
61680,61680,0,61680,61680,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_1_1638,842,HSL:9208267,Uusi Porvoontie
48780,48780,0,48780,48780,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_2_1326,842,HSL:9208268,Uusi Porvoontie
52380,52380,0,52380,52380,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_2_1426,842,HSL:9208268,Uusi Porvoontie
55980,55980,0,55980,55980,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_2_1526,842,HSL:9208268,Uusi Porvoontie
59580,59580,0,59580,59580,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_2_1626,842,HSL:9208268,Uusi Porvoontie
63180,63180,0,63180,63180,0,False,SCHEDULED,1631912400,HSL:9842_20210917_La_2_1726,842,HSL:9208268,Uusi Porvoontie
47880,47880,0,47880,47880,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1305,841,HSL:9208261,Kompassikuja
51480,51480,0,51480,51480,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1405,841,HSL:9208261,Kompassikuja
55080,55080,0,55080,55080,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1505,841,HSL:9208261,Kompassikuja
58680,58680,0,58680,58680,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1605,841,HSL:9208261,Kompassikuja
62280,62280,0,62280,62280,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1705,841,HSL:9208261,Kompassikuja
49320,49320,0,49320,49320,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_1_1315,841,HSL:9208262,Ankkurikuja
52020,52020,0,52020,52020,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_1_1400,841,HSL:9208262,Ankkurikuja
55740,55740,0,55740,55740,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_1_1500,841,HSL:9208262,Ankkurikuja
60240,60240,0,60240,60240,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_1_1615,841,HSL:9208262,Ankkurikuja
62880,62880,0,62880,62880,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_1_1700,841,HSL:9208262,Ankkurikuja
47940,47940,0,47940,47940,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1305,841,HSL:9208263,Ankkurikuja
51540,51540,0,51540,51540,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1405,841,HSL:9208263,Ankkurikuja
55140,55140,0,55140,55140,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1505,841,HSL:9208263,Ankkurikuja
58740,58740,0,58740,58740,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1605,841,HSL:9208263,Ankkurikuja
62340,62340,0,62340,62340,0,False,SCHEDULED,1631912400,HSL:9841_20210917_La_2_1705,841,HSL:9208263,Ankkurikuja
